date,open,high,low,close
2017-01-03,13.7869629107768,13.988790988987803,13.651636519879922,13.790828704833984
2017-01-04,13.784642169430285,13.841865063246775,13.662461844199713,13.692621231079102
2017-01-05,13.635395572826898,13.687206940300861,13.445940717667753,13.476871490478516
2017-01-06,13.47146086013925,13.679476280414393,13.40186476543086,13.65550422668457
2017-01-09,13.660145826832705,13.78773769754825,13.659371487968501,13.684890747070312
2017-01-10,13.725098361649227,13.976416245606318,13.679474327185106,13.96327018737793
2017-01-11,13.923061799372078,13.955541256721459,13.74597862384502,13.874344825744629
2017-01-12,13.77150216447159,13.849604214329469,13.563488144536812,13.831045150756836
2017-01-13,13.834134470638265,13.979512534895013,13.794697761406919,13.953994750976562
2017-01-17,13.878981634630229,13.890580489878294,13.730510682718222,13.850369453430176
2017-01-18,13.947030880849528,14.31125028450769,13.919193037548952,14.307384490966797
2017-01-19,14.313570215932193,14.451215178626725,14.28109224074351,14.349141120910645
2017-01-20,14.584225995892464,14.811571892545205,14.545560674231949,14.7760009765625
2017-01-23,14.7705835402963,14.810794577780639,14.5703012165962,14.769810676574707
2017-01-24,14.902821714931656,15.437938619289572,14.868797997842373,15.291786193847656
2017-01-25,15.459585246975564,15.666053444647352,15.313432872253308,15.657546043395996
2017-01-26,15.80911097046311,15.873294060348329,15.55315294960662,15.78823184967041
2017-01-27,15.881802240716098,15.913507358282198,15.739517118531312,15.907320022583008
2017-01-30,15.809886102338181,15.842364083816934,15.512944135980721,15.71477222442627
2017-01-31,15.65677663303101,15.65677663303101,15.377619355777528,15.42711067199707
2017-02-01,15.63976671945053,15.812209796366545,15.482015433984447,15.751119613647461
2017-02-02,15.618103726919118,15.854729750995613,15.543094669621109,15.778947830200195
2017-02-03,15.848551018157634,15.976142874317008,15.70007856380796,15.942117691040039
2017-02-06,15.941341193211521,15.980779364274214,15.79828324318034,15.97304630279541
2017-02-07,16.023311227024195,16.03800301208121,15.847000956755636,15.922782897949219
2017-02-08,15.927427658751212,16.14240182579616,15.864791757000994,15.99856948852539
2017-02-09,16.03259570346033,16.060433556038287,15.746479688297267,15.878711700439453
2017-02-10,15.929744873422877,15.968408712038954,15.763487712498117,15.892626762390137
2017-02-13,15.990062655269309,16.015581912827653,15.86556372274707,15.984649658203125
2017-02-14,16.006302046991348,16.007076385828093,15.836951930998351,15.877937316894531
2017-02-15,15.91581951474538,16.002427422180116,15.83694319196277,15.92896556854248
