date,open,high,low,close,volume,minutes
2017-01-26,137.27,137.47,136.42,136.7,67.17615001136437,390
2017-01-27,136.72,136.91,135.64,136.18,64.53566691000015,390
2017-01-30,135.18,135.01,133.24,134.41,104.75769615825266,390
2017-01-31,133.84,135.51,133.48,135.27,96.47873807325959,390
2017-02-01,136.21,136.77,134.7,135.33,89.86113094910979,390
2017-02-02,135.27,135.63,134.49,134.82,92.55159904807806,390
2017-02-03,135.987,136.91,135.52,136.866,82.26212788932025,390
2017-02-06,136.436,136.76,135.43,135.8,94.64286396093667,390
2017-02-07,135.856,136.42,134.766,135.25,101.14953383430839,390
2017-02-08,134.617,135.15,133.89,135.02,104.52540477644652,390
2017-02-09,135.269,137.21,135.248,136.96,82.99097700789571,390
2017-02-10,137.759,138.36,137.2,138.029,84.38102396344766,390
2017-02-13,138.748,139.16,138.09,138.33,76.44371398212388,390
2017-02-14,137.916,138.9,137.61,138.8,92.60245599457994,390
2017-02-15,138.145,139.76,138.05,139.58,101.51461704354733,390
2017-02-16,139.426,139.75,138.21,139.17,125.14810992404819,390
2017-02-17,138.436,139.115,138.25,139.147,111.00389093067497,390
2017-02-21,139.365,140.28,139.365,140.25,87.36972784716636,390
2017-02-22,139.985,139.99,139.25,139.61,94.62992308009416,390
2017-02-23,139.975,139.92,137.69,138.71,106.10678417887539,390
2017-02-24,137.448,138.618,137.3,138.63,97.81056188512594,390
2017-02-27,138.316,139.97,138.2,139.97,89.39436184382066,390
2017-02-28,139.339,139.45,137.76,137.87,83.90129699977115,390
2017-03-01,139.637,140.85,139.517,140.58,90.1534397858195,390
2017-03-02,140.285,140.208,138.64,138.839,97.70857678819448,390
2017-03-03,138.776,139.36,137.89,138.7,116.70658404147252,390
2017-03-06,137.769,137.937,136.98,137.74,87.1973729445599,390
2017-03-07,137.39,137.72,136.61,136.85,91.66381715144962,390
2017-03-08,137.267,137.59,135.78,135.96,120.50639021303505,390
2017-03-09,135.786,136.46,134.89,135.369,116.73089035600424,390
2017-03-10,136.255,136.26,134.837,135.94,123.32120200060308,390
2017-03-13,135.716,136.76,135.645,136.42,299.9828993482515,390
2017-03-14,135.648,135.81,134.565,135.65,356.5080248955637,390
2017-03-15,136.305,137.97,135.96,137.8,128.02445800509304,390
2017-03-16,138.198,138.49,137.55,137.94,98.80913338530809,390
2017-03-17,138.12,138.68,137.31,138.57,94.1499996855855,390
2017-03-20,138.26,138.36,137.37,137.83,88.61000006645918,390
2017-03-21,138.56,138.47,133.92,134.03,175.35999935865402,390
2017-03-22,133.62,134.3,132.78,134.03,150.10999964550138,390
