"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"1";"SGLN_GBP_ALQ_D1";"Buy";"2022.03.01 00:00:00";"27.7300";"1.0";"2024.12.31 00:00:00";"40.4600";"12,73";"10012,73";"IST";"EndTest";"-0,34";"14,41";"1036d 0h 0m";""
