date,open,high,low,close,volume
2008-01-02,113.4375,114.5,113.0625,114.390625,816994.0
2008-01-03,114.296875,114.578125,113.921875,114.34375,916555.0
2008-01-04,114.421875,115.234375,114.25,114.984375,1230992.0
2008-01-07,114.84375,115.25,114.671875,115.15625,1076770.0
2008-01-08,115.140625,115.703125,114.6875,115.15625,1222227.0
2008-01-09,115.625,115.734375,115.125,115.46875,1179016.0
2008-01-10,115.203125,115.453125,114.75,114.8125,1364268.0
2008-01-11,114.875,115.640625,114.796875,115.4375,1115885.0
2008-01-14,115.515625,115.765625,115.328125,115.5,760475.0
2008-01-15,115.484375,116.359375,115.484375,116.09375,1280544.0
2008-01-16,116.375,116.703125,115.78125,116.03125,1537787.0
2008-01-17,115.859375,116.828125,115.734375,116.546875,1499816.0
2008-01-18,116.71875,116.8125,116.234375,116.671875,938116.0
2008-01-22,117.52999877929688,118.515625,117.0625,117.83000183105469,2063498.0
2008-01-23,118.1875,119.15625,116.734375,118.203125,2277289.0
2008-01-24,117.046875,117.75,116.015625,116.671875,1879355.0
2008-01-25,116.171875,117.234375,115.75,117.046875,1728905.0
2008-01-28,117.015625,117.5,116.75,117.0,946792.0
2008-01-29,116.9375,117.140625,116.21875,116.53125,1045980.0
2008-01-30,116.265625,116.8125,115.78125,116.0,1193690.0
2008-01-31,116.765625,117.328125,116.515625,116.71875,1461639.0
2008-02-01,116.984375,117.578125,116.515625,117.046875,1647281.0
2008-02-04,117.046875,117.0625,116.59375,116.8125,804856.0
2008-02-05,116.765625,117.78125,116.703125,117.4375,1353986.0
2008-02-06,117.5625,117.796875,117.15625,117.3125,1029594.0
2008-02-07,117.484375,117.8125,115.9375,116.53125,1563621.0
2008-02-08,116.234375,117.21875,116.234375,117.078125,1183396.0
2008-02-11,117.125,117.640625,116.875,117.328125,980403.0
2008-02-12,117.390625,117.453125,116.5,116.890625,1370498.0
2008-02-13,117.0625,117.265625,116.625,116.984375,1358736.0
2008-02-14,116.78125,116.96875,115.984375,116.234375,1633808.0
2008-02-15,116.296875,116.734375,116.078125,116.4375,1020002.0
2008-02-19,116.265625,116.421875,115.328125,115.625,1757938.0
2008-02-20,115.46875,115.90625,115.109375,115.296875,2021818.0
2008-02-21,115.46875,116.734375,115.234375,116.484375,1775630.0
2008-02-22,116.578125,116.875,116.234375,116.5,1244124.0
2008-02-25,116.359375,116.296875,115.5,115.625,1405807.0
