date,open,high,low,close,volume,minutes
2017-05-11,239.335,239.528,238.126,239.456,181.73844692111015,390
2017-05-12,239.088,239.178,238.667,239.027,163.29785107821226,390
2017-05-15,239.455,240.408,239.455,240.268,150.76542501151562,390
2017-05-16,240.639,240.519,239.629,240.119,165.60354970395565,390
2017-05-17,238.098,238.569,235.745,235.949,257.0260766148567,390
2017-05-18,235.687,237.72,235.436,236.858,259.37963795661926,390
2017-05-19,237.31,239.036,237.277,238.318,201.02600200474262,390
2017-05-22,238.897,239.668,238.816,239.54,156.18780372664332,390
2017-05-23,239.948,240.21,239.506,239.998,163.7318722754717,390
2017-05-24,240.305,240.708,239.938,240.67,157.35335368663073,390
2017-05-25,241.175,242.026,240.958,241.749,173.86232099682093,390
2017-05-26,241.527,241.868,241.448,241.759,149.2905971109867,390
2017-05-30,241.316,241.77,241.158,241.59,147.22151064267382,390
2017-05-31,241.827,241.866,240.635,241.506,219.00913597643375,390
2017-06-01,241.935,243.27,241.646,243.27,185.3820153027773,390
2017-06-02,243.395,244.31,243.076,244.067,189.45452338457108,390
2017-06-05,243.966,244.249,243.756,243.978,151.50064831227064,390
2017-06-06,243.288,243.92,243.116,243.328,177.3269600123167,390
2017-06-07,243.599,243.886,242.836,243.707,192.11765453219414,390
2017-06-08,243.768,244.268,243.17,243.848,183.3422121182084,390
2017-06-09,244.089,244.969,241.938,243.569,267.60038819909096,390
2017-06-12,243.115,243.399,242.379,243.377,250.55162346363068,390
2017-06-13,243.966,244.578,243.575,244.506,199.7160078138113,390
2017-06-14,244.836,244.718,243.278,244.27,220.23181602358818,390
2017-06-15,242.679,243.896,242.355,243.789,212.74408662319183,390
2017-06-16,242.775,242.646,241.628,242.659,188.42376770824194,390
2017-06-19,243.577,244.67,243.477,244.618,160.38106501474977,390
2017-06-20,244.236,244.23,242.995,243.129,129.52555891871452,390
2017-06-21,243.38,243.53,242.4,242.93,122.27999993413687,390
2017-06-22,242.94,243.51,242.63,242.9,98.20999998226762,390
2017-06-23,242.87,243.49,242.46,243.31,65.79000004567206,390
2017-06-26,243.93,244.35,243.04,243.32,103.70999999158084,390
2017-06-27,243.04,243.35,241.32,241.48,137.85000025108457,390
2017-06-28,242.52,243.68,242.22,243.47,73.99000010453165,390
2017-06-29,243.71,243.62,239.95,241.46,191.92999985814095,390
2017-06-30,242.33,242.67,241.57,242.05,101.05999993160367,390
2017-07-03,242.9,243.37,242.32,242.32,57.900000005960464,390
2017-07-05,242.67,242.96,241.69,242.89,105.57999971881509,390
2017-07-06,241.86,241.97,240.33,240.68,118.83000005409122,390
2017-07-07,241.22,242.27,241.0,242.12,81.40000004321337,390
2017-07-10,241.94,242.77,241.76,242.43,61.80999990925193,390
2017-07-11,242.21,242.53,240.84,242.25,86.42999988049269,390
2017-07-12,243.39,244.18,243.36,243.97,76.05000001192093,390
2017-07-13,244.05,244.53,243.76,244.44,66.08999995701015,390
2017-07-14,244.42,245.93,244.29,245.56,48.529999919235706,390
2017-07-17,245.47,245.88,245.32,245.56,52.23000008612871,390
2017-07-18,245.1,245.67,244.66,245.69,56.28999996371567,390
2017-07-19,246.04,246.97,246.01,246.99,44.799999967217445,390
2017-07-20,247.27,247.35,246.46,247.06,62.41000003181398,390
2017-07-21,246.44,246.87,246.17,246.89,55.19999994337559,390
2017-07-24,246.82,246.96,246.28,246.8,32.84999989718199,390
2017-07-25,247.7,247.79,247.15,247.45,43.529999947175384,390
2017-07-26,247.76,247.77,247.12,247.42,56.38999983668327,390
2017-07-27,247.94,247.94,245.68,247.23,118.40999974310398,390
2017-07-28,246.66,247.02,246.13,246.92,70.76999993808568,390
2017-07-31,247.36,247.44,246.51,246.87,63.07000007852912,390
2017-08-01,247.45,247.47,246.79,247.35,55.109999964013696,390
2017-08-02,247.5,247.58,246.36,247.49,73.89999986626208,390
2017-08-03,247.31,247.29,246.63,246.98,57.749999990686774,390
2017-08-04,247.49,247.7,246.97,247.39,63.40999995544553,390
2017-08-07,247.53,247.85,247.35,247.86,27.129999935626984,390
2017-08-08,247.49,248.86,246.82,247.32,89.64000012911856,390
2017-08-09,246.4,247.25,246.04,247.29,88.10999974235892,390
2017-08-10,246.25,246.39,243.7,243.81,135.14000003784895,390
2017-08-11,244.02,244.77,243.75,244.13,110.0599997639656,390
2017-08-14,245.61,246.77,245.55,246.58,60.76999999769032,390
2017-08-15,246.96,246.89,246.15,246.53,73.92999993264675,390
2017-08-16,247.11,247.55,246.44,246.92,93.77999998256564,390
2017-08-17,246.26,246.57,243.12,243.24,158.2199998497963,390
2017-08-18,242.91,244.15,242.19,242.74,140.5299998447299,390
2017-08-21,242.64,243.17,241.81,243.06,106.04000022634864,390
2017-08-22,243.56,245.59,243.55,245.41,57.87999965623021,390
2017-08-23,244.25,245.03,244.17,244.67,97.3199999537319,390
2017-08-24,244.99,245.16,243.75,244.13,111.63999991305172,390
2017-08-25,244.89,245.56,244.39,244.55,93.77999982237816,390
2017-08-28,245.17,245.1,244.08,244.6,80.54999974928796,390
2017-08-29,242.99,245.11,242.95,244.93,102.40999974869192,390
2017-08-30,244.77,246.3,244.61,246.01,70.06999994069338,390
2017-08-31,246.71,247.75,246.6,247.45,64.64999995566905,390
2017-09-01,247.91,248.32,247.66,247.98,57.24999984540045,390
2017-09-05,247.21,247.46,244.95,246.18,125.98999988287687,390
2017-09-06,246.85,247.26,246.22,246.91,101.99999985098839,390
2017-09-07,247.21,247.21,246.39,246.88,97.18000010959804,390
2017-09-08,246.51,247.07,246.29,246.56,71.35999997891486,390
2017-09-11,248.03,249.24,248.01,249.18,83.29000016860664,390
2017-09-12,249.62,250.05,249.42,250.05,111.93999984301627,390
2017-09-13,249.71,250.17,249.58,250.2,88.73999980837107,390
2017-09-14,249.84,250.29,249.59,250.14,72.99231401400175,390
2017-09-15,248.689,249.228,248.569,249.277,106.3743930272758,390
2017-09-18,249.588,250.077,249.277,249.687,118.07587205246091,390
2017-09-19,249.958,250.058,249.597,249.967,122.25801216252148,390
2017-09-20,250.058,250.167,248.918,250.088,151.63099394738674,390
2017-09-21,249.887,249.947,249.167,249.408,165.45809906721115,390
2017-09-22,249.017,249.588,249.007,249.598,130.91632898524404,390
2017-09-25,249.127,249.528,248.067,248.958,182.08153811842203,390
2017-09-26,249.428,249.658,248.797,249.058,146.3252122104168,390
2017-09-27,249.877,250.468,248.867,250.048,151.63528323173523,390
2017-09-28,249.708,250.417,249.627,250.358,124.16500088199973,390
2017-09-29,250.327,251.208,250.127,251.308,124.61368207260966,390
2017-10-02,251.477,252.268,251.397,252.288,115.67184815555811,390
2017-10-03,252.417,252.868,252.228,252.848,91.51960292144213,390
2017-10-04,252.687,253.418,252.557,253.157,107.02219103439711,390
2017-10-05,253.507,254.648,253.397,254.637,98.24646701756865,390
2017-10-06,254.137,254.418,253.857,254.408,101.27151899784803,390
2017-10-09,254.618,254.667,253.647,253.978,82.41796576511115,390
2017-10-10,254.587,255.018,253.978,254.587,107.39736797846854,390
2017-10-11,254.508,254.998,254.308,255.007,83.33010393963195,390
2017-10-12,254.637,255.038,254.357,254.628,85.34229331184179,390
2017-10-13,255.138,255.258,254.757,254.887,87.54564412031323,390
2017-10-16,255.207,255.438,254.807,255.328,79.50326402287465,390
2017-10-17,255.227,255.497,254.977,255.458,75.33177097607404,390
2017-10-18,255.897,255.938,255.487,255.688,88.39521496370435,390
2017-10-19,254.818,255.808,254.338,255.808,103.34685089066625,390
2017-10-20,256.657,257.128,256.407,257.068,92.77924177236855,390
2017-10-23,257.448,257.338,256.007,256.148,95.49953201413155,390
2017-10-24,256.588,256.798,256.138,256.528,137.23832891415805,390
2017-10-25,256.188,256.278,253.987,255.348,170.57754408568144,390
2017-10-26,255.977,256.277,255.547,255.757,156.70007311925292,390
2017-10-27,256.467,257.877,256.148,257.677,142.69428914785385,390
2017-10-30,257.05,257.58,256.41,256.99,78.33466817089356,390
2017-10-31,257.16,257.43,256.8,257.24,60.750305911162286,390
2017-11-01,258.05,258.42,257.07,257.52,70.43487804301549,390
2017-11-02,257.38,257.718,256.19,257.648,129.78679287433624,390
2017-11-03,257.768,258.477,257.297,258.437,117.9144439548254,390
2017-11-06,258.288,258.978,258.217,258.878,90.78942219726741,390
2017-11-07,258.977,259.318,258.087,258.688,121.26519312150776,390
2017-11-08,258.427,259.208,258.147,259.138,105.5882689775899,390
2017-11-09,257.707,258.358,256.357,258.318,193.60383547842503,390
2017-11-10,257.717,258.188,257.357,258.128,127.57387099042535,390
2017-11-13,257.287,258.577,257.257,258.348,105.95099013461731,390
2017-11-14,257.387,257.828,256.517,257.788,142.79982666671276,390
2017-11-15,256.658,257.168,255.637,256.508,158.48657901398838,390
2017-11-16,257.478,259.017,257.468,258.597,119.77508389949799,390
2017-11-17,258.208,258.388,257.767,257.938,118.15084639936686,390
2017-11-20,258.118,258.498,257.847,258.308,106.29303418844938,390
2017-11-21,259.157,260.128,259.077,259.958,113.56776084005833,390
2017-11-22,259.968,260.128,259.568,259.838,97.29189302958548,390
2017-11-24,260.268,260.468,260.157,260.348,51.469239078462124,390
2017-11-27,260.357,260.728,259.997,260.408,107.18222401035018,390
2017-11-28,260.76,262.878,260.657,262.838,138.91624711826444,390
2017-11-29,263.02,263.6,262.36,262.81,396.47799848020077,390
2017-11-30,263.738,265.977,263.658,265.208,188.55312732420862,390
2017-12-01,264.747,265.257,260.787,264.528,262.2803834080696,390
2017-12-04,266.307,266.748,264.147,264.388,209.13676991313696,390
2017-12-05,264.428,265.107,263.038,263.358,183.7909308820963,390
2017-12-06,262.848,263.708,262.718,263.258,167.58090920001268,390
2017-12-07,263.087,264.358,262.947,264.038,152.45047884061933,390
2017-12-08,264.988,265.498,264.717,265.488,111.67765910923481,390
2017-12-11,265.557,266.327,265.487,266.368,114.32680806331336,390
2017-12-12,266.567,267.298,266.337,266.797,125.74764387868345,390
2017-12-13,267.048,267.538,266.657,266.788,151.34945502132177,390
2017-12-14,267.088,267.158,265.597,265.858,154.12190798670053,390
2017-12-15,265.447,266.998,265.387,266.547,128.4441500045359,390
2017-12-18,268.068,268.537,267.968,268.208,112.71161397360265,390
