date,open,high,low,close
2017-01-03,121.2468955400899,121.54892132077097,119.47913249193066,120.38522338867188
2017-01-04,120.85603881739023,122.552734675908,120.82049839732669,122.39282989501953
2017-01-05,122.13518121231019,122.37501796983935,120.37629699559834,120.98036193847656
2017-01-06,121.17581628151716,121.44231517241776,120.5273324842298,120.53622436523438
2017-01-09,120.40298464532543,120.56288942366162,119.47913705890016,119.74563598632812
2017-01-10,119.9232895164974,121.14917636905818,119.71008767766583,120.89155578613281
2017-01-11,121.01593697454953,121.51339444634026,120.29639930608798,121.10477447509766
2017-01-12,120.9537388118135,121.00703588023532,118.67074831330115,120.17201232910156
2017-01-13,120.5006578836225,121.67324732804916,120.5006578836225,121.04253387451172
2017-01-17,120.45634283126368,120.5362884746454,119.15050977054672,119.39923858642578
2017-01-18,119.71011802795263,119.87002283629162,118.99058027717977,119.79007720947266
2017-01-19,120.04763886553157,120.31413774209392,118.29764629356372,118.81287384033203
2017-01-20,118.81289121643555,119.81669792458989,118.81289121643555,119.42583465576172
2017-01-23,119.06164083614789,119.63904395898419,118.25326562041684,118.92839813232422
2017-01-24,119.33699357724713,121.06033781724278,119.23039943611667,120.74942016601562
2017-01-25,121.75322600857331,122.18850800636513,121.65551019497504,121.88648223876953
2017-01-26,122.00199331570977,122.14412791768785,121.18473968638835,121.39794158935547
2017-01-27,121.49558941617754,121.7354261737067,120.50066131403003,120.98036193847656
2017-01-30,120.12758790371701,120.13647978449794,118.3598386294431,119.29256439208984
2017-01-31,118.91948495793056,120.42074907416324,118.57304043531518,120.12760162353516
2017-02-01,121.00701268286221,121.58441555300485,119.65676180466936,120.05650329589844
2017-02-02,120.18976801466378,120.51844226668366,119.47023056851468,119.75448608398438
2017-02-03,120.80277467163731,121.68220376480208,120.37637084283372,121.58448791503906
2017-02-06,121.16693678815156,121.50450298811688,120.30526463380701,120.66947937011719
2017-02-07,120.6517174729392,121.22912047491786,119.71897807730659,120.13648986816406
2017-02-08,120.13649591430504,120.13649591430504,118.93725755175197,119.92329406738281
2017-02-09,119.92330284696249,121.92202456107852,119.92330284696249,121.6111068725586
2017-02-10,122.40173213409825,122.9169598880805,121.8776260507151,122.53498840332031
2017-02-13,123.27227104224285,123.6631343307514,122.66820589963002,122.8547592163086
2017-02-14,122.53493565676918,123.4321345093022,122.24178825631094,123.26335144042969
2017-02-15,122.75710347644606,124.16065253818078,122.65050927457173,124.00074768066406
2017-02-16,123.88523846603535,124.22279119026078,122.77483734293584,123.65426635742188
2017-02-17,122.98799252648871,123.61870615843988,122.81033110562984,123.57428741455078
2017-02-21,123.8141105136442,124.6491339179067,123.8141105136442,124.54252624511719
2017-02-22,124.36487614395823,124.38264635015076,123.69863573604417,123.99178314208984
2017-02-23,124.32936769469414,124.37377288470648,122.31287596619411,123.2544937133789
2017-02-24,122.10859707428554,123.16568756103516,121.96646247692885,123.16568756103516
2017-02-27,122.8902604416362,124.36487579345703,122.77478798844967,124.36487579345703
2017-02-28,123.81416581920085,123.90298977239117,122.37507680863128,122.4461441040039
2017-03-01,124.05392559428607,125.12879913106497,123.93845317143307,124.68463897705078
2017-03-02,124.65804200709319,124.68469054297972,123.1567778968957,123.2544937133789
2017-03-03,123.29894382907003,123.84969845045063,122.48169022632092,123.16568756103516
2017-03-06,122.39279883477607,122.56158190049813,121.69103159564756,122.32173156738281
2017-03-07,122.05523148252864,122.35727075460277,121.35346425041925,121.52224731445312
2017-03-08,121.94866523003245,122.25069101643648,120.61618417327537,120.7227783203125
2017-03-09,120.66060722835206,121.24690216738993,119.82558356754636,120.24309539794922
2017-03-10,121.0692264423398,121.08699665227225,119.78116409355916,120.77609252929688
2017-03-13,120.50069451685282,121.51337954731625,120.50069451685282,121.06034088134766
2017-03-14,120.58954245628807,120.66060974323135,119.53243858939271,120.48294830322266
2017-03-15,121.06923507705734,122.60603981040208,120.78497947135807,122.34841918945312
2017-03-16,122.7836856530946,123.04129268660333,122.19739075031181,122.50830841064453
2017-03-17,122.71261808343012,123.2367240310346,121.97531029312478,122.99688720703125
2017-03-20,122.83696783123753,123.05016964858906,122.02859285614625,122.46387481689453
2017-03-21,123.04129362935068,123.12125279285036,118.96390492408888,119.0083236694336
2017-03-22,118.77739655855112,119.3103809794411,117.95125105185434,119.03500366210938
2017-03-23,119.03497045491751,120.54511289154034,118.71517446971639,119.72785949707031
2017-03-24,120.2240742260972,120.68733494239207,119.25301973483259,119.81427764892578
2017-03-27,118.27305292601244,120.33099416972058,117.95233604590354,120.03700256347656
2017-03-28,119.62716753892866,121.0703864029276,119.50244508887602,120.9723892211914
2017-03-29,120.89222294310414,121.59602464750712,120.5358769416513,121.36438751220703
2017-03-30,121.44462106046223,122.38895054191731,121.39115690645515,122.28203582763672
2017-03-31,122.42458441082191,123.0927436273228,121.99696631850688,122.47803497314453
2017-04-03,122.91455592188638,123.03037452228644,120.80317739910045,121.18624877929688
2017-04-04,121.09713646066055,121.64949050430228,120.58043877161907,121.04368591308594
2017-04-05,121.89891111174535,122.43343007447612,119.44899514981178,119.67171478271484
2017-04-06,119.85878001317755,120.82984784949288,119.22626392969254,120.7853012084961
2017-04-07,120.45570236557656,121.18621575416441,120.04589222534771,120.73187255859375
2017-04-10,120.68734776038161,121.91676480992959,120.41117751736286,120.99916076660156
2017-04-11,120.50918049366754,121.97912509339109,120.33991134468796,121.9613037109375
2017-04-12,121.7296716894454,121.7831222393752,120.19735915404664,120.30426025390625
2017-04-13,120.16171071438704,120.59823253129385,119.0748377276853,119.12828826904297
2017-04-17,119.44013311463678,120.55373166939964,119.0926773155677,120.52699279785156
2017-04-18,120.0191782856457,120.67843341043533,119.52028839390437,120.5537109375
2017-04-19,120.88330952471239,122.01472906044344,120.74966958940256,120.9723892211914
2017-04-20,121.46236717788565,122.6472371726777,121.29309809381155,122.51361083984375
2017-04-21,122.2641978077088,122.5403680299965,121.79203318372076,122.23747253417969
