date,open,high,low,close
2017-01-03,25.64006242920468,25.875878554671132,25.387401193260768,25.660274505615234
2017-01-04,25.6804986786131,25.72766192120197,25.522163834120203,25.60638427734375
2017-01-05,25.623224555907797,25.717551032736527,25.421096024102845,25.542373657226562
2017-01-06,25.623219662213142,25.653540349805084,25.397509554308638,25.565950393676758
2017-01-09,25.397515426532426,25.4210970466882,25.158329687751348,25.19538688659668
2017-01-10,25.17518006649314,25.23244936024295,24.94610032128954,24.966312408447266
2017-01-11,25.053891006541324,25.28297064754042,24.949455939921968,25.235807418823242
2017-01-12,25.377302983566913,25.404254140563673,25.03031519039597,25.131378173828125
2017-01-13,25.09768724353494,25.151589550507303,24.993254736530304,25.057260513305664
2017-01-17,25.134745510847132,25.272865680508605,25.114533429970713,25.21222686767578
2017-01-18,25.074111630060337,25.22234043952001,25.043790932578098,25.15496253967285
2017-01-19,25.15495824698986,25.165064287691326,24.95619925931805,25.01683807373047
2017-01-20,25.178543234876855,25.262763678931357,25.026947463660342,25.111167907714844
2017-01-23,24.996625595039813,25.0471583731435,24.723752191565314,24.845029830932617
2017-01-24,24.942731056686426,25.225710560813006,24.895567805998663,25.117908477783203
2017-01-25,25.124640148555702,25.326768673386308,25.117901074612618,25.249284744262695
2017-01-26,25.330133814321677,25.370557970150017,25.2155927090006,25.269495010375977
2017-01-27,25.114533080170556,25.141481664229246,24.932616644205847,25.006731033325195
2017-01-30,24.892190773292473,24.905666350889412,24.37676213867676,24.548572540283203
2017-01-31,24.562043394944805,24.59909801345678,24.29927353763687,24.558673858642578
2017-02-01,24.690062504437456,24.7237501636755,24.225166638463698,24.37676239013672
2017-02-02,24.417193398245942,24.558683133939585,24.221801342171425,24.5148868560791
2017-02-03,24.612578321327618,24.85513357766738,24.467719074913795,24.72711944580078
2017-02-06,24.727122860053445,24.811343304011256,24.447510369264567,24.51825523376465
2017-02-07,24.410444594799817,24.524985694859048,24.04324482181065,24.1712589263916
2017-02-08,24.17126541817718,24.282437011862303,23.80069600943055,24.228534698486328
2017-02-09,24.373390930002323,24.575519439685557,24.373390930002323,24.501407623291016
2017-02-10,24.696810681147788,24.82482744504457,24.61259020814406,24.686704635620117
2017-02-13,24.636162090066666,24.743964150049553,24.58899884946189,24.733858108520508
2017-02-14,24.804598192581977,24.824812841950994,24.504773690675616,24.814706802368164
2017-02-15,24.740594022685617,24.848396068898044,24.636158943083547,24.717012405395508
2017-02-16,24.74059603750563,24.774283697777303,24.343075477810938,24.3801326751709
2017-02-17,24.255492167494307,24.326237044558297,24.167902170565558,24.245386123657227
