date,open,high,low,close,volume
2025-01-02,247.1365264348607,247.3053149666319,240.07776640397734,242.0931396484375,55740700.0
2025-01-03,241.60665893554688,242.42074318433572,240.14724866814672,241.60665893554688,40244100.0
2025-01-06,242.54980162717402,245.54804748087855,241.4477983095151,243.23483276367188,45045600.0
2025-01-07,241.22939201717418,243.78088314896328,239.61114601786818,240.46495056152344,40856000.0
2025-01-08,240.17703689438372,241.9541489627904,238.32051453305579,240.951416015625,37628900.0
2025-01-10,238.28077607985776,238.42970445265777,231.32128701842691,235.1435546875,61710900.0
2025-01-13,231.84746989306117,232.9792558543989,228.06492247356016,232.71119689941406,49630700.0
2025-01-14,233.05868390458076,234.41880854341963,230.7951119565212,231.59927368164062,39435300.0
2025-01-15,232.94947976770305,237.2383625727966,232.74098609709984,236.1562042236328,39832000.0
2025-01-16,235.6399687194268,236.29520209930612,226.3871093224655,226.61544799804688,71759100.0
2025-01-17,230.44762501944012,230.61639839146835,226.83385097126646,228.3230438232422,68488300.0
2025-01-21,222.38613659782595,222.8031087860845,217.79942737812888,221.0359344482422,98070400.0
2025-01-22,218.2064601780486,222.5052654056773,218.2064601780486,222.2173614501953,64126500.0
2025-01-23,223.1208199792776,225.394314538592,220.69839703644928,222.04859924316406,60234800.0
2025-01-24,223.160517277336,224.00439930767484,219.81480209957203,221.1749267578125,54697900.0
2025-01-27,222.4059977899183,230.47741293083342,222.36627749626697,228.20391845703125,94863400.0
2025-01-28,229.1868093297106,238.45951413038736,229.1470890329199,236.5434112548828,75707600.0
2025-01-29,232.43321505583046,238.1318651456976,232.3240069742682,237.63546752929688,45486100.0
2025-01-30,236.95044029141235,239.05516137192973,235.50096771104396,235.8782196044922,55658300.0
2025-01-31,245.40904807772534,245.40904807772534,231.7581140684966,234.29966735839844,100959800.0
2025-02-03,228.33297872450572,230.15971829856622,224.0738787357251,226.3672332763672,73063300.0
2025-02-04,225.61271003037928,231.45035067549782,225.0170268486458,231.1227264404297,45067300.0
2025-02-05,226.88348940722173,230.99366099381652,226.62536810475493,230.79510498046875,39620300.0
2025-02-06,229.62361584180033,232.11554171369926,228.7698112868805,231.5397186279297,29925300.0
2025-02-07,230.92419948813392,232.31410688860944,225.622660920367,225.99000549316406,39707200.0
2025-02-10,228.16659197494192,229.18034555631772,225.81107002878403,226.25831604003906,33115600.0
2025-02-11,226.8049592810601,233.7919821040532,226.7353950927951,231.19793701171875,53718400.0
2025-02-12,229.78663009476247,235.51142789245534,229.26980470124647,235.42196655273438,45243300.0
2025-02-13,235.46171484030373,240.85851264219508,234.12991022790982,240.053466796875,53614100.0
2025-02-14,239.77520922194773,244.0489258287467,239.5168040933544,243.104736328125,40896200.0
2025-02-18,242.65747382373942,243.6811760890431,240.3615975750387,242.97552490234375,48822500.0
2025-02-19,243.16435439309654,244.50609250836237,241.6735241546838,243.37306213378906,32204200.0
2025-02-20,243.44262036367402,245.2713683243621,242.79658488378954,244.32717895507812,32316900.0
2025-02-21,244.44645306890683,247.1697083342209,243.72091995824803,244.0489044189453,53197400.0
2025-02-24,243.43269920852308,247.33868242018207,242.92582237394555,245.58944702148438,51326400.0
2025-02-25,246.48392314447185,248.4716967182176,243.41281661275679,245.52978515625,48013300.0
2025-02-26,242.83637220684057,243.48239258336395,237.66816369812489,238.89064025878906,44433600.0
2025-02-27,237.94646720738686,240.97782529617328,235.61082691795045,235.849365234375,41153600.0
2025-02-28,235.50146657809572,240.61004395755495,228.79273089598732,240.361572265625,56833400.0
2025-03-03,240.3119148031628,242.53822699216576,234.6666443044386,236.5749053955078,47184000.0
2025-03-04,236.25684921580154,238.60242278275774,233.24535811530478,234.4877166748047,53798100.0
2025-03-05,233.98083809185871,235.1039350742086,227.82867612475383,234.29888916015625,47227600.0
2025-03-06,233.00682927336524,236.4059203890797,231.73465535282332,233.89138793945312,45170400.0
2025-03-07,233.67273718007357,239.89446338205195,233.32487071745646,237.60853576660156,46273600.0
2025-03-10,234.10011191080184,234.71633209649934,222.84932017741133,226.08938598632812,72071200.0
2025-03-11,222.44182022291236,224.45940937640347,216.12069905845206,219.48997497558594,76137400.0
2025-03-12,218.7942505386503,220.39440897367027,213.5962265598192,215.653564453125,62547500.0
2025-03-13,214.6298526174969,215.5144112677834,207.14588618522245,208.39817810058594,61368300.0
2025-03-14,209.9585940343847,212.64208545758027,208.2988048386841,212.18490600585938,60107600.0
2025-03-17,212.00600336087763,213.9043309003415,208.68642489319868,212.69178771972656,48073400.0
2025-03-18,212.85081593904235,213.83475423543342,210.19713981325924,211.38980102539062,42432400.0
2025-03-19,212.91042558181826,217.42266485537363,212.44329758558237,213.9241943359375,54385400.0
2025-03-20,212.6818400591608,216.16044383082547,210.9226561911479,212.79116821289062,48862900.0
2025-03-21,210.26669685360034,217.5021918152461,209.9884097524224,216.93568420410156,94127800.0
2025-03-24,219.6490147320974,220.12607621910902,217.24381014629506,219.3806610107422,44299500.0
2025-03-25,219.4204082670252,222.73005335992565,218.73462390108503,222.38218688964844,34493600.0
2025-03-26,222.1436424317859,223.64442126802376,219.12223310716143,220.17575073242188,34466100.0
2025-03-27,220.03661426059983,223.61461307047793,219.21168633594712,222.48158264160156,37094800.0
2025-03-28,220.31487416588553,222.44179120535847,216.34926057176412,216.5679168701172,39818600.0
2025-03-31,215.6833836525119,224.24075018814546,214.90815310911736,220.7720947265625,65299300.0
2025-04-01,218.46626491168394,222.31260214779184,217.5618242432653,221.8256072998047,36412700.0
2025-04-02,219.96705040499884,223.81338775742097,219.66888130946384,222.52133178710938,35905900.0
2025-04-03,204.2835010267849,206.22159255986557,200.01973301812973,201.9478759765625,103419000.0
2025-04-04,192.70471987275084,198.65810753704542,186.19475800144227,187.22840881347656,125910900.0
2025-04-07,176.11674047268428,192.96311894309866,173.55251067175698,180.3507080078125,160466300.0
2025-04-08,185.55866963100107,189.17641711488596,168.175598539417,171.365966796875,120859500.0
2025-04-09,170.89883496621582,199.38363475051753,170.83920418374143,197.6343994140625,184395900.0
2025-04-10,187.91416719463166,193.58925180564296,181.88126759654838,189.2559051513672,121880000.0
2025-04-11,184.96235041538483,198.32017705332044,184.92258644836306,196.9386749267578,87435900.0
2025-04-14,210.14743595954587,211.63826622013798,199.9302804535287,201.28196716308594,101352900.0
2025-04-15,200.6259945192588,202.26590170954893,198.57859009217825,200.90428161621094,51343900.0
2025-04-16,197.1473909296092,199.47308245703653,191.19400339685228,193.0823974609375,59732400.0
2025-04-17,195.99447418061752,197.61451451967758,193.2314700862815,195.77581787109375,52164700.0
2025-04-21,192.088484636555,192.6152433685041,188.6496300196632,191.97915649414062,46742500.0
2025-04-22,194.92107095045932,200.35763286451953,194.7719939992729,198.51895141601562,52976400.0
2025-04-23,204.7406939661261,206.72846769395255,201.56025903470575,203.34925842285156,52929200.0
2025-04-24,203.63746952607698,207.55338601533765,201.69939326414854,207.09619140625,47311000.0
2025-04-25,205.10842646651815,208.46776890662989,204.9394675201618,208.00064086914062,38222300.0
2025-04-28,208.71623364812058,210.2070638884643,206.1917677806294,208.85537719726562,38743100.0
2025-04-29,207.41425458581946,210.94255602883885,207.096203506044,209.91885375976562,36827600.0
2025-04-30,208.02050829648644,212.2743425468257,205.40658118436113,211.20094299316406,52286500.0
2025-05-01,207.80185982414434,213.2483553954001,207.62295230903422,212.0159454345703,57365700.0
2025-05-02,204.83013207172814,205.72463931330321,200.92416412992952,204.09466552734375,101010600.0
2025-05-05,201.85841873478097,202.85230555244996,196.99831280299983,197.6741485595703,69018500.0
2025-05-06,196.9983091053983,199.42338015596502,195.81558138809015,197.2964630126953,51216500.0
2025-05-07,197.9524407308952,198.2207944248892,192.0686324392914,195.05029296875,68536700.0
2025-05-08,196.51130456752412,198.82706269335065,193.48988012199126,196.28271484375,50478900.0
2025-05-09,197.78348851905432,199.3140676367793,196.33240700583877,197.3163604736328,36453900.0
2025-05-12,209.95526516858178,210.2538252478288,205.75556156059073,209.776123046875,63775800.0
2025-05-13,209.41787763911134,212.37359390520234,207.9947628663851,211.90585327148438,51909300.0
2025-05-14,211.40824098508043,212.91098786371114,209.56714827780408,211.30873107910156,49325800.0
2025-05-15,209.9353730316401,211.93571508448807,208.53215118256114,210.43296813964844,45029500.0
2025-05-16,211.33859654598928,211.54759317457453,208.76105751069144,210.24388122558594,54737900.0
2025-05-19,206.90999202317107,208.47243269467637,203.2775387890809,207.7758026123047,46140500.0
2025-05-20,206.67113760639387,207.46729276724128,204.04383620537516,205.8650360107422,42496600.0
